state,year,name,type,city,county,enroll,mmr,overall,schagepop2016,statespending2016
Arizona,2018-19,Copper Canyon Elementary,Public,Scottsdale,Maricopa,66,98.48,NA,1199,7137123
Arizona,2018-19,Copper Creek Elementary,Public,Glendale,Maricopa,90,96.67,NA,1199,7137123
Arizona,2018-19,Copper Creek Elementary,Public,Tucson,Pima,55,100,NA,1199,7137123
Arizona,2018-19,Copper King Elementary,Public,Phoenix,Maricopa,78,98.72,NA,1199,7137123
Arizona,2018-19,Copper Ridge,Public,Scottsdale,Maricopa,45,91.11,NA,1199,7137123
Arizona,2018-19,Copper Ridge Elementary,Public,Corona De Tucson,Pima,69,94.2,NA,1199,7137123
Arizona,2018-19,Copper Rim Elementary,Public,Globe,Gila,134,100,NA,1199,7137123
Arizona,2018-19,Copper Trails Elementary,Public,Goodyear,Maricopa,95,89.47,NA,1199,7137123
Arizona,2018-19,Copper View Elementary,Public,Sahuarita,Pima,89,98.88,NA,1199,7137123
Arizona,2018-19,Copperwood,Public,Glendale,Maricopa,81,91.36,NA,1199,7137123
Arizona,2018-19,Cordova Elementary,Public,Phoenix,Maricopa,75,98.67,NA,1199,7137123
Arizona,2018-19,Coronado Elementary,Public,Gilbert,Maricopa,80,95,NA,1199,7137123
Arizona,2018-19,Coronado Elementary,Public,Saint Johns,Apache,55,58.18,NA,1199,7137123
Arizona,2018-19,Coronado Elementary,Public,Sierra Vista,Cochise,40,82.5,NA,1199,7137123
Arizona,2018-19,Coronado K-8,Public,Tucson,Pima,50,98,NA,1199,7137123
Arizona,2018-19,Corte Sierra Elementary,Public,Avondale,Maricopa,112,98.21,NA,1199,7137123
Arizona,2018-19,Cortina Elementary,Public,Queen Creek,Maricopa,109,93.58,NA,1199,7137123
Arizona,2018-19,Cotton Boll,Public,Peoria,Maricopa,85,98.82,NA,1199,7137123
Arizona,2018-19,Cottonwood Community,Public,Cottonwood,Yavapai,66,90.91,NA,1199,7137123
Arizona,2018-19,Cottonwood Elementary,Public,Casa Grande,Pinal,67,95.52,NA,1199,7137123
Arizona,2018-19,Cottonwood Elementary,Public,Colorado City,Mohave,39,15.38,NA,1199,7137123
Arizona,2018-19,Cottonwood Elementary,Public,Tucson,Pima,78,97.44,NA,1199,7137123
Arizona,2018-19,Country Gardens Charter,Charter,Laveen,Maricopa,29,93.1,NA,1199,7137123
Arizona,2018-19,Country Meadows Elementary,Public,Peoria,Maricopa,105,86.67,NA,1199,7137123
Arizona,2018-19,Country Place Elementary,Public,Tolleson,Maricopa,94,97.87,NA,1199,7137123
Arizona,2018-19,Countryside Elementary,Public,Surprise,Maricopa,47,100,NA,1199,7137123
Arizona,2018-19,Coyote Hills Elementary,Public,Peoria,Maricopa,61,95.08,NA,1199,7137123
Arizona,2018-19,Coyote Springs Elementary,Public,Prescott Valley,Yavapai,76,97.37,NA,1199,7137123
Arizona,2018-19,Coyote Trail Elementary,Public,Tucson,Pima,75,97.33,NA,1199,7137123
Arizona,2018-19,Cradleboard,Public,Whiteriver,Navajo,59,100,NA,1199,7137123
Arizona,2018-19,Cragin Elementary,Public,Tucson,Pima,43,95.35,NA,1199,7137123
Arizona,2018-19,Craycroft Elementary,Public,Tucson,Pima,122,96.72,NA,1199,7137123
Arizona,2018-19,Create Academy,Charter,Phoenix,Maricopa,22,86.36,NA,1199,7137123
Arizona,2018-19,Creative Bridges Cooperative Preschool,Private,Phoenix,Maricopa,NA,NA,NA,1199,7137123
Arizona,2018-19,Creo,Private,Gilbert,Maricopa,30,80,NA,1199,7137123
Arizona,2018-19,Crismon Elementary,Public,Mesa,Maricopa,80,96.25,NA,1199,7137123
Arizona,2018-19,Crown Charter,Charter,Litchfield Park,Maricopa,74,98.65,NA,1199,7137123
Arizona,2018-19,Crown King Elementary,Public,Crown King,Yavapai,NA,NA,NA,1199,7137123
Arizona,2018-19,Curiel,Public,Eloy,Pinal,98,97.96,NA,1199,7137123
Arizona,2018-19,Curry Elementary,Public,Tempe,Maricopa,103,95.15,NA,1199,7137123
Arizona,2018-19,Dan Hinton Accommodation,Public,Pima,Graham,NA,NA,NA,1199,7137123
Arizona,2018-19,David Crockett,Public,Phoenix,Maricopa,91,86.81,NA,1199,7137123
Arizona,2018-19,Davidson Elementary,Public,Tucson,Pima,34,100,NA,1199,7137123
Arizona,2018-19,Davis Bilingual Magnet,Public,Tucson,Pima,66,96.97,NA,1199,7137123
Arizona,2018-19,Dayspring Preschool,Private,Tempe,Maricopa,NA,NA,NA,1199,7137123
Arizona,2018-19,Degrazia Elementary,Public,Tucson,Pima,75,93.33,NA,1199,7137123
Arizona,2018-19,Desert Canyon Elementary,Charter,Scottsdale,Maricopa,72,94.44,NA,1199,7137123
Arizona,2018-19,Desert Christian K-8,Private,Tucson,Pima,NA,NA,NA,1199,7137123
Arizona,2018-19,Desert Garden Elementary,Public,Glendale,Maricopa,161,96.89,NA,1199,7137123
Arizona,2018-19,Desert Garden Montessori,Private,Phoenix,Maricopa,NA,NA,NA,1199,7137123
Arizona,2018-19,Desert Harbor Elementary,Charter,Peoria,Maricopa,72,91.67,NA,1199,7137123
Arizona,2018-19,Desert Heights Elementary Charter,Charter,Glendale,Maricopa,97,85.57,NA,1199,7137123
Arizona,2018-19,Desert Horizon Elementary,Public,Phoenix,Maricopa,91,94.51,NA,1199,7137123
Arizona,2018-19,Desert Marigold,Charter,Phoenix,Maricopa,36,41.67,NA,1199,7137123
Arizona,2018-19,Desert Meadows Elementary,Public,Laveen,Maricopa,61,96.72,NA,1199,7137123
Arizona,2018-19,Desert Mesa Elementary,Public,Yuma,Yuma,105,98.1,NA,1199,7137123
Arizona,2018-19,Desert Mirage Elementary,Public,Glendale,Maricopa,82,98.78,NA,1199,7137123
Arizona,2018-19,Desert Mountain,Public,Phoenix,Maricopa,62,90.32,NA,1199,7137123
Arizona,2018-19,Desert Mountain Elementary,Public,Queen Creek,Maricopa,95,87.37,NA,1199,7137123
Arizona,2018-19,Desert Oasis Elementary School-85037,Public,Phoenix,Maricopa,63,100,NA,1199,7137123
Arizona,2018-19,Desert Oasis Elementary School-85387,Public,Surprise,Maricopa,47,93.62,NA,1199,7137123
Arizona,2018-19,Desert Palms Elementary,Public,Glendale,Maricopa,50,84,NA,1199,7137123
Arizona,2018-19,Desert Sage Elementary,Public,Glendale,Maricopa,99,94.95,NA,1199,7137123
Arizona,2018-19,Desert Shadows Elementary,Public,Scottsdale,Maricopa,63,92.06,NA,1199,7137123
Arizona,2018-19,Desert Shadows Montessori,Private,Mesa,Maricopa,NA,NA,NA,1199,7137123
Arizona,2018-19,Desert Sky Community,Charter,Tucson,Pima,NA,NA,NA,1199,7137123
Arizona,2018-19,Desert Sonora Elementary,Public,Somerton,Yuma,54,94.44,NA,1199,7137123
Arizona,2018-19,Desert Spirit,Public,Glendale,Maricopa,69,95.65,NA,1199,7137123
Arizona,2018-19,Desert Springs Academy,Charter,Tucson,Pima,NA,NA,NA,1199,7137123
Arizona,2018-19,Desert Springs Preparatory Elementary,Public,Scottsdale,Maricopa,42,85.71,NA,1199,7137123
Arizona,2018-19,Desert Star,Public,Goodyear,Maricopa,61,91.8,NA,1199,7137123
Arizona,2018-19,Desert Sun Child Development - Kindergarten,Private,Chandler,Maricopa,21,80.95,NA,1199,7137123
Arizona,2018-19,Desert Sun Elementary,Public,Scottsdale,Maricopa,43,86.05,NA,1199,7137123
Arizona,2018-19,Desert Thunder,Public,Goodyear,Maricopa,99,90.91,NA,1199,7137123
Arizona,2018-19,Desert Trails Elementary,Public,Phoenix,Maricopa,100,90,NA,1199,7137123
Arizona,2018-19,Desert Valley Elementary,Public,Bullhead City,Mohave,115,93.91,NA,1199,7137123
Arizona,2018-19,Desert Valley Elementary,Public,Glendale,Maricopa,54,92.59,NA,1199,7137123
Arizona,2018-19,Desert View Academy,Charter,Yuma,Yuma,168,98.21,NA,1199,7137123
Arizona,2018-19,Desert View Elementary,Public,Phoenix,Maricopa,48,93.75,NA,1199,7137123
Arizona,2018-19,Desert View Elementary,Public,San Luis,Yuma,92,100,NA,1199,7137123
Arizona,2018-19,Desert View Learning Center,Private,Paradise Valley,Maricopa,22,68.18,NA,1199,7137123
Arizona,2018-19,Desert Willow Elementary,Public,Casa Grande,Pinal,63,92.06,NA,1199,7137123
Arizona,2018-19,Desert Willow Elementary,Public,Cave Creek,Maricopa,80,96.25,NA,1199,7137123
Arizona,2018-19,Desert Willow Elementary,Public,Kingman,Mohave,101,87.13,NA,1199,7137123
Arizona,2018-19,Desert Willow Elementary,Public,Tucson,Pima,100,97,NA,1199,7137123
Arizona,2018-19,Destiny,Charter,Globe,Gila,43,93.02,NA,1199,7137123
Arizona,2018-19,Diamond Canyon Elementary,Public,Phoenix,Maricopa,83,86.75,NA,1199,7137123
Arizona,2018-19,Diamondback Elementary,Public,Bullhead City,Mohave,109,96.33,NA,1199,7137123
Arizona,2018-19,Dietz K-8,Public,Tucson,Pima,33,93.94,NA,1199,7137123
Arizona,2018-19,Dilcon Community,Private,Winslow,Navajo,NA,NA,NA,1199,7137123
Arizona,2018-19,Dilworth Brinton Elementary,Public,Mesa,Maricopa,74,93.24,NA,1199,7137123
Arizona,2018-19,Discovery,Public,Glendale,Maricopa,60,98.33,NA,1199,7137123
Arizona,2018-19,Discovery Plus Academy,Charter,Pima,Graham,NA,NA,NA,1199,7137123
Arizona,2018-19,Dishchii'Bikoh Community,Private,Cibecue,Navajo,41,100,NA,1199,7137123
Arizona,2018-19,Dobson Academy A-Ball Charter,Charter,Chandler,Maricopa,48,93.75,NA,1199,7137123
Arizona,2018-19,Dorothy Stinson,Public,Safford,Graham,91,97.8,NA,1199,7137123
Arizona,2018-19,Dos Rios Elementary,Public,Tolleson,Maricopa,77,96.1,NA,1199,7137123
Arizona,2018-19,Double Adobe Elementary,Public,Mcneal,Cochise,NA,NA,NA,1199,7137123
Arizona,2018-19,Dr Daniel Bright Elementary,Public,Cottonwood,Yavapai,60,86.67,NA,1199,7137123
Arizona,2018-19,Dr Howard K Conley Elementary,Public,Chandler,Maricopa,100,96,NA,1199,7137123
Arizona,2018-19,Dr. Charles A. Bejarano Elementary,Public,Miami,Gila,70,70,NA,1199,7137123
Arizona,2018-19,Dr. Gary And Annette Auxier Elementary,Public,Queen Creek,Maricopa,141,86.52,NA,1199,7137123
Arizona,2018-19,Drachman Primary Magnet,Public,Tucson,Pima,59,100,NA,1199,7137123
Arizona,2018-19,Dreaming Summit Elementary,Public,Litchfield Park,Maricopa,92,85.87,NA,1199,7137123
Arizona,2018-19,Drexel Elementary,Public,Tucson,Pima,77,98.7,NA,1199,7137123
Arizona,2018-19,Duncan Elementary,Public,Duncan,Greenlee,22,86.36,NA,1199,7137123
Arizona,2018-19,Dunham Elementary,Public,Tucson,Pima,50,100,NA,1199,7137123
Arizona,2018-19,Dwight Patterson Elementary,Public,Mesa,Maricopa,88,94.32,NA,1199,7137123
Arizona,2018-19,Dysart Elementary,Public,El Mirage,Maricopa,80,91.25,NA,1199,7137123
Arizona,2018-19,Dzil Libei Elementary,Public,Tuba City,Coconino,NA,NA,NA,1199,7137123
Arizona,2018-19,E C Nash,Public,Tucson,Pima,48,100,NA,1199,7137123
Arizona,2018-19,Eagle College Prep,Charter,Phoenix,Maricopa,54,85.19,NA,1199,7137123
Arizona,2018-19,Eagle College Prep - Maryvale,Charter,Phoenix,Maricopa,49,100,NA,1199,7137123
Arizona,2018-19,Eagle College Prep - Mesa,Charter,Mesa,Maricopa,30,100,NA,1199,7137123
Arizona,2018-19,Eagle College Prep Harmony,Charter,Phoenix,Maricopa,27,70.37,NA,1199,7137123
Arizona,2018-19,Eagle Ridge Elementary,Public,Phoenix,Maricopa,64,79.69,NA,1199,7137123
Arizona,2018-19,Eagleridge Enrichment Program,Public,Mesa,Maricopa,77,48.05,NA,1199,7137123
Arizona,2018-19,East Fork Lutheran Grade,Private,Whiteriver,Navajo,NA,NA,NA,1199,7137123
Arizona,2018-19,East Valley Academy-85203,Charter,Mesa,Maricopa,NA,NA,NA,1199,7137123
Arizona,2018-19,Echo Mountain Primary,Private,Phoenix,Maricopa,136,93.38,NA,1199,7137123
Arizona,2018-19,Ed & Verma Pastor Elementary,Public,Phoenix,Maricopa,38,92.11,NA,1199,7137123
Arizona,2018-19,Ed Pastor Elementary 4,Public,San Luis,Yuma,75,100,NA,1199,7137123
Arizona,2018-19,Edison Elementary,Public,Mesa,Maricopa,99,90.91,NA,1199,7137123
Arizona,2018-19,Edison School Of Innovation,Charter,Glendale,Maricopa,25,84,NA,1199,7137123
Arizona,2018-19,Edupreneurship Student Center (Esc) Phoenix,Charter,Phoenix,Maricopa,NA,NA,NA,1199,7137123
Arizona,2018-19,Eduprize,Charter,Queen Creek,Pinal,216,85.65,NA,1199,7137123
Arizona,2018-19,Eduprize School - Gilbert,Charter,Gilbert,Maricopa,176,84.66,NA,1199,7137123
Arizona,2018-19,Eisenhower Elementary,Public,Mesa,Maricopa,76,94.74,NA,1199,7137123
Arizona,2018-19,El Dorado Private,Private,Scottsdale,Maricopa,NA,NA,NA,1199,7137123
Arizona,2018-19,El Mirage Elementary,Public,El Mirage,Maricopa,73,100,NA,1199,7137123
Arizona,2018-19,Elfrida Elementary,Public,Elfrida,Cochise,NA,NA,NA,1199,7137123
Arizona,2018-19,Elgin Elementary,Public,Elgin,Santa Cruz,NA,NA,NA,1199,7137123
Arizona,2018-19,Ellsworth Elementary,Public,Queen Creek,Pinal,105,92.38,NA,1199,7137123
Arizona,2018-19,Elvira Elementary,Public,Tucson,Pima,88,96.59,NA,1199,7137123
Arizona,2018-19,Emerson Elementary,Public,Mesa,Maricopa,105,97.14,NA,1199,7137123
Arizona,2018-19,Emmanuel Christian Academy,Private,Kingman,Mohave,NA,NA,NA,1199,7137123
Arizona,2018-19,Emmanuel Lutheran,Private,Tempe,Maricopa,NA,NA,NA,1199,7137123
Arizona,2018-19,Emmaus Lutheran,Private,Phoenix,Maricopa,NA,NA,NA,1199,7137123
Arizona,2018-19,Encanto,Charter,Phoenix,Maricopa,179,83.8,NA,1199,7137123
Arizona,2018-19,Entz Elementary,Public,Mesa,Maricopa,108,92.59,NA,1199,7137123
Arizona,2018-19,Esmond Station,Public,Tucson,Pima,69,92.75,NA,1199,7137123
Arizona,2018-19,Esperanza Elementary,Public,Tucson,Pima,84,98.81,NA,1199,7137123
Arizona,2018-19,Esperanza Elementary School-85009,Public,Phoenix,Maricopa,83,98.8,NA,1199,7137123
Arizona,2018-19,Esperanza Elementary School-85027,Public,Phoenix,Maricopa,88,96.59,NA,1199,7137123
Arizona,2018-19,Estrella Mountain Elementary,Public,Goodyear,Maricopa,47,91.49,NA,1199,7137123
Arizona,2018-19,Estrella Vista Elementary,Public,Avondale,Maricopa,97,100,NA,1199,7137123
Arizona,2018-19,Ethos Academy,Charter,Glendale,Maricopa,48,75,NA,1199,7137123
Arizona,2018-19,Eva Marshall Elementary,Public,Flagstaff,Coconino,68,97.06,NA,1199,7137123
Arizona,2018-19,Evergreen Elementary,Public,Casa Grande,Pinal,46,95.65,NA,1199,7137123
Arizona,2018-19,Excelencia,Public,Phoenix,Maricopa,80,98.75,NA,1199,7137123
Arizona,2018-19,Faith Christian,Private,Mesa,Maricopa,NA,NA,NA,1199,7137123
Arizona,2018-19,Faith Community Academy,Private,Tucson,Pima,NA,NA,NA,1199,7137123
Arizona,2018-19,Falcon Hill Elementary,Public,Mesa,Maricopa,94,91.49,NA,1199,7137123
Arizona,2018-19,Family Life Academy,Private,Tucson,Pima,NA,NA,NA,1199,7137123
Arizona,2018-19,Faras Elementary,Public,Pirtleville,Cochise,32,96.88,NA,1199,7137123
Arizona,2018-19,Festival Foothills Elementary,Public,Buckeye,Maricopa,NA,NA,NA,1199,7137123
Arizona,2018-19,Field Elementary,Public,Mesa,Maricopa,90,90,NA,1199,7137123
Arizona,2018-19,Fine Arts Academy,Public,Tolleson,Maricopa,75,89.33,NA,1199,7137123
Arizona,2018-19,Finley Farms Elementary,Public,Gilbert,Maricopa,96,88.54,NA,1199,7137123
Arizona,2018-19,Fireside Elementary,Public,Phoenix,Maricopa,121,88.43,NA,1199,7137123
Arizona,2018-19,First Avenue Elementary,Public,San Manuel,Pinal,35,97.14,NA,1199,7137123
Arizona,2018-19,First Baptist Christian Academy,Private,Sierra Vista,Cochise,30,96.67,NA,1199,7137123
Arizona,2018-19,First Mesa Elementary,Private,Polacca,Navajo,NA,NA,NA,1199,7137123
Arizona,2018-19,First Southern Christian,Private,Tucson,Pima,NA,NA,NA,1199,7137123
Arizona,2018-19,Flagstaff Junior Academy Elementary Campus,Public,Flagstaff,Coconino,22,81.82,NA,1199,7137123
Arizona,2018-19,Flora Thew Elementary,Public,Tempe,Maricopa,96,97.92,NA,1199,7137123
Arizona,2018-19,Florence K-8,Public,Florence,Pinal,74,93.24,NA,1199,7137123
Arizona,2018-19,Foothills Academy College Preparatory,Charter,Scottsdale,Maricopa,NA,NA,NA,1199,7137123
Arizona,2018-19,Foothills Elementary School-85306,Public,Glendale,Maricopa,63,95.24,NA,1199,7137123
Arizona,2018-19,Ford Elementary,Public,Tucson,Pima,47,97.87,NA,1199,7137123
Arizona,2018-19,Fort Mohave Elementary,Public,Fort Mohave,Mohave,110,89.09,NA,1199,7137123
Arizona,2018-19,Fort Thomas Elementary,Public,Fort Thomas,Graham,35,97.14,NA,1199,7137123
Arizona,2018-19,Fountain Hills Charter School - Glenbrook,Charter,Fountain Hills,Maricopa,NA,NA,NA,1199,7137123
Arizona,2018-19,Four Peaks Elementary,Public,Apache Junction,Pinal,89,88.76,NA,1199,7137123
Arizona,2018-19,Fowler Elementary,Public,Phoenix,Maricopa,77,97.4,NA,1199,7137123
Arizona,2018-19,Frances Branden-Pickett Elementary,Public,Queen Creek,Maricopa,81,97.53,NA,1199,7137123
Arizona,2018-19,Frances J Warren Elementary,Public,Tucson,Pima,41,95.12,NA,1199,7137123
Arizona,2018-19,Frances Owen Holaway Elementary,Public,Tucson,Pima,59,98.31,NA,1199,7137123
Arizona,2018-19,Frank Borman Middle,Public,Phoenix,Maricopa,86,98.84,NA,1199,7137123
Arizona,2018-19,Frank Elementary,Public,Guadalupe,Maricopa,62,95.16,NA,1199,7137123
Arizona,2018-19,Franklin At Alma Elementary,Public,Mesa,Maricopa,57,87.72,NA,1199,7137123
Arizona,2018-19,Franklin At Brimhall Elementary,Public,Mesa,Maricopa,140,90.71,NA,1199,7137123
Arizona,2018-19,Franklin Elementary,Public,Mesa,Maricopa,94,92.55,NA,1199,7137123
Arizona,2018-19,Franklin Phonetic Primary,Charter,Prescott Valley,Yavapai,56,73.21,NA,1199,7137123
Arizona,2018-19,Franklin Phonetic Primary School Sunnyslope,Charter,Phoenix,Maricopa,NA,NA,NA,1199,7137123
Arizona,2018-19,Franklin West Elementary,Public,Mesa,Maricopa,87,87.36,NA,1199,7137123
Arizona,2018-19,Freedom Academy,Charter,Phoenix,Maricopa,39,76.92,NA,1199,7137123
Arizona,2018-19,Freedom Elementary,Public,Buckeye,Maricopa,58,100,NA,1199,7137123
Arizona,2018-19,Friendly House Academia Del Pueblo Elementary,Charter,Phoenix,Maricopa,41,100,NA,1199,7137123
Arizona,2018-19,Frontier Elementary,Public,Peoria,Maricopa,91,90.11,NA,1199,7137123
Arizona,2018-19,Fruchthendler Elementary,Public,Tucson,Pima,56,96.43,NA,1199,7137123
Arizona,2018-19,Frye Elementary,Public,Chandler,Maricopa,92,96.74,NA,1199,7137123
Arizona,2018-19,Fuller Elementary,Public,Tempe,Maricopa,108,93.52,NA,1199,7137123
Arizona,2018-19,G Frank Davidson,Public,Phoenix,Maricopa,97,97.94,NA,1199,7137123
Arizona,2018-19,Gadsden Elementary,Public,Gadsden,Yuma,61,100,NA,1199,7137123
Arizona,2018-19,Gale Elementary,Public,Tucson,Pima,74,97.3,NA,1199,7137123
Arizona,2018-19,Gallego Basic Elementary,Public,Tucson,Pima,124,100,NA,1199,7137123
Arizona,2018-19,Galveston Elementary,Public,Chandler,Maricopa,53,100,NA,1199,7137123
Arizona,2018-19,Garden Lakes Elementary,Public,Avondale,Maricopa,81,100,NA,1199,7137123
Arizona,2018-19,Garfield,Public,Phoenix,Maricopa,72,97.22,NA,1199,7137123
Arizona,2018-19,Gary A Knox Elementary,Public,Yuma,Yuma,81,98.77,NA,1199,7137123
Arizona,2018-19,Gateway,Public,Phoenix,Maricopa,79,98.73,NA,1199,7137123
Arizona,2018-19,Gateway Academy,Private,Scottsdale,Maricopa,NA,NA,NA,1199,7137123
Arizona,2018-19,Gateway Pointe Elementary,Public,Higley,Maricopa,85,94.12,NA,1199,7137123
Arizona,2018-19,Gateway Polytechnic Academy,Public,Mesa,Maricopa,164,93.9,NA,1199,7137123
Arizona,2018-19,Gavilan Peak Elementary,Public,Anthem,Maricopa,48,87.5,NA,1199,7137123
Arizona,2018-19,Gem Charter,Charter,Mesa,Maricopa,NA,NA,NA,1199,7137123
Arizona,2018-19,George Washington Carver Elementary,Public,Yuma,Yuma,66,98.48,NA,1199,7137123
Arizona,2018-19,Gethsemane Lutheran,Private,Tempe,Maricopa,NA,NA,NA,1199,7137123
Arizona,2018-19,Gila Bend Elementary,Charter,Gila Bend,Maricopa,40,80,NA,1199,7137123
Arizona,2018-19,Gila Crossing Community,Public,Laveen,Maricopa,60,93.33,NA,1199,7137123
Arizona,2018-19,Gilbert Arts Academy,Charter,Gilbert,Maricopa,NA,NA,NA,1199,7137123
Arizona,2018-19,Gilbert Christian Elementary & Middle,Private,Gilbert,Maricopa,49,89.8,NA,1199,7137123
Arizona,2018-19,Gilbert Christian Schools - Greenfield,Private,Gilbert,Maricopa,60,86.67,NA,1199,7137123
Arizona,2018-19,Gilbert Elementary,Public,Gilbert,Maricopa,76,92.11,NA,1199,7137123
Arizona,2018-19,Gladden Farms Elementary,Public,Marana,Pima,94,95.74,NA,1199,7137123
Arizona,2018-19,Glendale American,Public,Glendale,Maricopa,71,97.18,NA,1199,7137123
Arizona,2018-19,Glendale Landmark Middle,Public,Glendale,Maricopa,62,100,NA,1199,7137123
Arizona,2018-19,Glenn F Burton,Public,Glendale,Maricopa,65,95.38,NA,1199,7137123
Arizona,2018-19,Glenn L Downs,Public,Phoenix,Maricopa,67,95.52,NA,1199,7137123
Arizona,2018-19,Glenview Adventist,Private,Phoenix,Maricopa,NA,NA,NA,1199,7137123
Arizona,2018-19,Gompers Rehabilitation Center,Private,Phoenix,Maricopa,NA,NA,NA,1199,7137123
Arizona,2018-19,Gowan Science Academy,Public,Yuma,Yuma,60,98.33,NA,1199,7137123
Arizona,2018-19,Grace Christian Academy,Private,Tempe,Maricopa,NA,NA,NA,1199,7137123
Arizona,2018-19,Grace Fellowship Academy,Private,Buckeye,Maricopa,NA,NA,NA,1199,7137123
Arizona,2018-19,Grace Lutheran,Private,Glendale,Maricopa,NA,NA,NA,1199,7137123
Arizona,2018-19,Granada Primary,Public,Phoenix,Maricopa,200,100,NA,1199,7137123
Arizona,2018-19,Grand Canyon Elementary,Public,Grand Canyon,Coconino,25,84,NA,1199,7137123
Arizona,2018-19,Granville Elementary,Public,Prescott Valley,Yavapai,68,92.65,NA,1199,7137123
Arizona,2018-19,Grayhawk Elementary,Public,Scottsdale,Maricopa,57,84.21,NA,1199,7137123
Arizona,2018-19,Great Heart Academies Archway Cicero,Charter,Scottsdale,Maricopa,82,86.59,NA,1199,7137123
Arizona,2018-19,Great Heart Academies Archway Lincoln,Charter,Chandler,Maricopa,111,87.39,NA,1199,7137123
Arizona,2018-19,Great Hearts Academies - Archway Arete Gilbert,Charter,Mesa,Maricopa,89,84.27,NA,1199,7137123
Arizona,2018-19,Great Hearts Academies - Archway Classical Academy Trivium West,Charter,Goodyear,Maricopa,88,96.59,NA,1199,7137123
Arizona,2018-19,Great Hearts Academies - Archway North Phoenix,Charter,Phoenix,Maricopa,117,85.47,NA,1199,7137123
Arizona,2018-19,Great Hearts Academies - Archway Veritas,Charter,Phoenix,Maricopa,120,91.67,NA,1199,7137123
Arizona,2018-19,Greenbrier Elementary,Public,Glendale,Maricopa,48,87.5,NA,1199,7137123
Arizona,2018-19,Greenfield Elementary,Public,Gilbert,Maricopa,142,95.07,NA,1199,7137123
Arizona,2018-19,Greenway Elementary,Public,Bisbee,Cochise,43,90.7,NA,1199,7137123
Arizona,2018-19,Griffith Elementary,Public,Phoenix,Maricopa,100,92,NA,1199,7137123
Arizona,2018-19,Guiding Light Christian Educational Center,Private,Lake Havasu City,Mohave,NA,NA,NA,1199,7137123
Arizona,2018-19,H L Suverkrup Elementary,Public,Yuma,Yuma,71,100,NA,1199,7137123
Arizona,2018-19,H'Man 'shawa Elementary,Private,Fort Mcdowell,Maricopa,NA,NA,NA,1199,7137123
